ID,OwnerOrTenant,HouseholdCharacteristics,DwellingCharacteristics,Accuracy,Periods,TotalHousingCosts_1,NetRentOrMortgage_2,AdditionalHousingCosts_3,HousingCostRatio_4,NonSkewedRent_5,SkewedTowardsCheapRent_6,SkewedTowardsExpensiveRent_7
1436,T001096,A025400,ZW10270,MBG0095,2012JJ00,577.0,361.0,218.0,31.6,,,
1437,T001096,A025400,ZW10270,MBG0095,2015JJ00,584.0,371.0,215.0,31.0,,,
1438,T001096,A025400,ZW10270,MBG0095,2018JJ00,598.0,385.0,215.0,31.3,,,
1439,T001096,A025400,ZW10270,MBG0095,2021JJ00,612.0,403.0,210.0,29.1,,,
1440,T001096,A025400,ZW10280,MW00000,2012JJ00,583.0,426.0,157.0,34.6,,,
1441,T001096,A025400,ZW10280,MW00000,2015JJ00,620.0,464.0,155.0,36.2,,,
1442,T001096,A025400,ZW10280,MW00000,2018JJ00,616.0,457.0,159.0,35.3,,,
1443,T001096,A025400,ZW10280,MW00000,2021JJ00,642.0,492.0,150.0,33.6,,,
1444,T001096,A025400,ZW10280,MOG0095,2012JJ00,569.0,412.0,154.0,33.8,,,
1445,T001096,A025400,ZW10280,MOG0095,2015JJ00,606.0,451.0,153.0,35.5,,,
1446,T001096,A025400,ZW10280,MOG0095,2018JJ00,601.0,442.0,157.0,34.6,,,
1447,T001096,A025400,ZW10280,MOG0095,2021JJ00,624.0,474.0,148.0,32.7,,,
1448,T001096,A025400,ZW10280,MBG0095,2012JJ00,597.0,439.0,159.0,35.4,,,
1449,T001096,A025400,ZW10280,MBG0095,2015JJ00,633.0,478.0,157.0,36.9,,,
1450,T001096,A025400,ZW10280,MBG0095,2018JJ00,631.0,471.0,161.0,36.0,,,
1451,T001096,A025400,ZW10280,MBG0095,2021JJ00,660.0,510.0,152.0,34.5,,,
1452,T001096,A025400,T001100,MW00000,2012JJ00,571.0,379.0,193.0,32.3,,,
1453,T001096,A025400,T001100,MW00000,2015JJ00,590.0,399.0,191.0,32.6,,,
1454,T001096,A025400,T001100,MW00000,2018JJ00,598.0,403.0,194.0,32.3,,,
1455,T001096,A025400,T001100,MW00000,2021JJ00,615.0,426.0,189.0,30.2,,,
1456,T001096,A025400,T001100,MOG0095,2012JJ00,562.0,370.0,191.0,31.8,,,
1457,T001096,A025400,T001100,MOG0095,2015JJ00,582.0,391.0,189.0,32.1,,,
1458,T001096,A025400,T001100,MOG0095,2018JJ00,589.0,395.0,192.0,31.9,,,
1459,T001096,A025400,T001100,MOG0095,2021JJ00,607.0,418.0,187.0,29.7,,,
1460,T001096,A025400,T001100,MBG0095,2012JJ00,581.0,387.0,195.0,32.8,,,
1461,T001096,A025400,T001100,MBG0095,2015JJ00,598.0,407.0,193.0,33.0,,,
1462,T001096,A025400,T001100,MBG0095,2018JJ00,606.0,411.0,196.0,32.7,,,
1463,T001096,A025400,T001100,MBG0095,2021JJ00,624.0,435.0,191.0,30.7,,,
1464,T001096,A025400,ZW10290,MW00000,2012JJ00,570.0,345.0,225.0,30.4,,,
1465,T001096,A025400,ZW10290,MW00000,2015JJ00,577.0,358.0,219.0,30.0,,,
1466,T001096,A025400,ZW10290,MW00000,2018JJ00,589.0,369.0,220.0,30.2,,,
1467,T001096,A025400,ZW10290,MW00000,2021JJ00,598.0,384.0,214.0,27.8,,,
1468,T001096,A025400,ZW10290,MOG0095,2012JJ00,556.0,332.0,222.0,29.7,,,
1469,T001096,A025400,ZW10290,MOG0095,2015JJ00,566.0,348.0,216.0,29.4,,,
1470,T001096,A025400,ZW10290,MOG0095,2018JJ00,579.0,359.0,217.0,29.7,,,
1471,T001096,A025400,ZW10290,MOG0095,2021JJ00,589.0,375.0,212.0,27.2,,,
1472,T001096,A025400,ZW10290,MBG0095,2012JJ00,583.0,357.0,228.0,31.1,,,
1473,T001096,A025400,ZW10290,MBG0095,2015JJ00,588.0,368.0,221.0,30.6,,,
1474,T001096,A025400,ZW10290,MBG0095,2018JJ00,600.0,380.0,222.0,30.8,,,
1475,T001096,A025400,ZW10290,MBG0095,2021JJ00,608.0,393.0,217.0,28.4,,,
1476,T001096,A025400,ZW10320,MW00000,2012JJ00,636.0,359.0,277.0,29.7,,,
1477,T001096,A025400,ZW10320,MW00000,2015JJ00,640.0,374.0,266.0,29.5,,,
1478,T001096,A025400,ZW10320,MW00000,2018JJ00,657.0,388.0,269.0,29.9,,,
1479,T001096,A025400,ZW10320,MW00000,2021JJ00,650.0,385.0,266.0,26.9,,,
1480,T001096,A025400,ZW10320,MOG0095,2012JJ00,598.0,323.0,270.0,27.9,,,
1481,T001096,A025400,ZW10320,MOG0095,2015JJ00,610.0,346.0,260.0,28.2,,,
1482,T001096,A025400,ZW10320,MOG0095,2018JJ00,628.0,361.0,263.0,28.7,,,
1483,T001096,A025400,ZW10320,MOG0095,2021JJ00,629.0,366.0,261.0,25.8,,,
1484,T001096,A025400,ZW10320,MBG0095,2012JJ00,674.0,396.0,284.0,31.6,,,
1485,T001096,A025400,ZW10320,MBG0095,2015JJ00,670.0,401.0,272.0,30.9,,,
1486,T001096,A025400,ZW10320,MBG0095,2018JJ00,686.0,415.0,274.0,31.2,,,
1487,T001096,A025400,ZW10320,MBG0095,2021JJ00,672.0,404.0,271.0,28.0,,,
1488,T001096,A025400,ZW10300,MW00000,2012JJ00,519.0,285.0,234.0,26.8,,,
1489,T001096,A025400,ZW10300,MW00000,2015JJ00,558.0,332.0,227.0,26.5,,,
1490,T001096,A025400,ZW10300,MW00000,2018JJ00,580.0,355.0,225.0,27.8,,,
1491,T001096,A025400,ZW10300,MW00000,2021JJ00,564.0,344.0,220.0,24.7,,,
1492,T001096,A025400,ZW10300,MOG0095,2012JJ00,493.0,260.0,228.0,25.4,,,
1493,T001096,A025400,ZW10300,MOG0095,2015JJ00,536.0,311.0,222.0,25.2,,,
1494,T001096,A025400,ZW10300,MOG0095,2018JJ00,555.0,330.0,221.0,26.4,,,
1495,T001096,A025400,ZW10300,MOG0095,2021JJ00,540.0,321.0,215.0,23.3,,,
1496,T001096,A025400,ZW10300,MBG0095,2012JJ00,546.0,311.0,240.0,28.2,,,
1497,T001096,A025400,ZW10300,MBG0095,2015JJ00,581.0,353.0,231.0,27.9,,,
1498,T001096,A025400,ZW10300,MBG0095,2018JJ00,606.0,380.0,230.0,29.1,,,
1499,T001096,A025400,ZW10300,MBG0095,2021JJ00,588.0,367.0,225.0,26.2,,,
1500,T001096,A025400,ZW25806,MW00000,2012JJ00,585.0,375.0,210.0,32.6,,,
1501,T001096,A025400,ZW25806,MW00000,2015JJ00,547.0,347.0,200.0,31.3,,,
1502,T001096,A025400,ZW25806,MW00000,2018JJ00,566.0,366.0,201.0,31.4,,,
1503,T001096,A025400,ZW25806,MW00000,2021JJ00,582.0,387.0,195.0,28.9,,,
1504,T001096,A025400,ZW25806,MOG0095,2012JJ00,559.0,350.0,205.0,31.3,,,
1505,T001096,A025400,ZW25806,MOG0095,2015JJ00,528.0,329.0,196.0,30.1,,,
1506,T001096,A025400,ZW25806,MOG0095,2018JJ00,549.0,349.0,196.0,30.3,,,
1507,T001096,A025400,ZW25806,MOG0095,2021JJ00,562.0,368.0,191.0,27.6,,,
1508,T001096,A025400,ZW25806,MBG0095,2012JJ00,610.0,399.0,215.0,33.9,,,
1509,T001096,A025400,ZW25806,MBG0095,2015JJ00,565.0,364.0,204.0,32.5,,,
1510,T001096,A025400,ZW25806,MBG0095,2018JJ00,583.0,382.0,205.0,32.5,,,
1511,T001096,A025400,ZW25806,MBG0095,2021JJ00,601.0,406.0,199.0,30.2,,,
1512,T001096,A025400,ZW25805,MW00000,2012JJ00,546.0,347.0,199.0,31.3,,,
1513,T001096,A025400,ZW25805,MW00000,2015JJ00,554.0,365.0,189.0,31.4,,,
1514,T001096,A025400,ZW25805,MW00000,2018JJ00,554.0,365.0,189.0,31.3,,,
1515,T001096,A025400,ZW25805,MW00000,2021JJ00,585.0,403.0,182.0,29.5,,,
1516,T001096,A025400,ZW25805,MOG0095,2012JJ00,528.0,330.0,195.0,30.2,,,
1517,T001096,A025400,ZW25805,MOG0095,2015JJ00,541.0,352.0,186.0,30.5,,,
1518,T001096,A025400,ZW25805,MOG0095,2018JJ00,542.0,354.0,186.0,30.4,,,
1519,T001096,A025400,ZW25805,MOG0095,2021JJ00,571.0,389.0,179.0,28.6,,,
1520,T001096,A025400,ZW25805,MBG0095,2012JJ00,565.0,364.0,203.0,32.3,,,
1521,T001096,A025400,ZW25805,MBG0095,2015JJ00,567.0,378.0,192.0,32.2,,,
1522,T001096,A025400,ZW25805,MBG0095,2018JJ00,566.0,377.0,192.0,32.1,,,
1523,T001096,A025400,ZW25805,MBG0095,2021JJ00,599.0,417.0,185.0,30.3,,,
1524,T001096,A025400,ZW10340,MW00000,2012JJ00,574.0,417.0,156.0,34.5,,,
1525,T001096,A025400,ZW10340,MW00000,2015JJ00,608.0,452.0,155.0,35.9,,,
1526,T001096,A025400,ZW10340,MW00000,2018JJ00,609.0,450.0,159.0,35.2,,,
1527,T001096,A025400,ZW10340,MW00000,2021JJ00,641.0,490.0,151.0,33.9,,,
1528,T001096,A025400,ZW10340,MOG0095,2012JJ00,561.0,405.0,154.0,33.8,,,
1529,T001096,A025400,ZW10340,MOG0095,2015JJ00,595.0,440.0,154.0,35.3,,,
1530,T001096,A025400,ZW10340,MOG0095,2018JJ00,596.0,437.0,157.0,34.5,,,
1531,T001096,A025400,ZW10340,MOG0095,2021JJ00,625.0,474.0,149.0,33.1,,,
1532,T001096,A025400,ZW10340,MBG0095,2012JJ00,586.0,429.0,158.0,35.2,,,
1533,T001096,A025400,ZW10340,MBG0095,2015JJ00,620.0,464.0,157.0,36.6,,,
1534,T001096,A025400,ZW10340,MBG0095,2018JJ00,622.0,463.0,161.0,35.8,,,
1535,T001096,A025400,ZW10340,MBG0095,2021JJ00,656.0,505.0,153.0,34.7,,,
1536,T001096,A025400,ZW25790,MW00000,2012JJ00,523.0,354.0,168.0,33.7,,,
1537,T001096,A025400,ZW25790,MW00000,2015JJ00,536.0,386.0,150.0,35.8,,,
1538,T001096,A025400,ZW25790,MW00000,2018JJ00,529.0,375.0,155.0,35.2,,,
1539,T001096,A025400,ZW25790,MW00000,2021JJ00,552.0,407.0,145.0,33.4,,,
1540,T001096,A025400,ZW25790,MOG0095,2012JJ00,511.0,343.0,165.0,32.9,,,
1541,T001096,A025400,ZW25790,MOG0095,2015JJ00,524.0,374.0,147.0,35.1,,,
1542,T001096,A025400,ZW25790,MOG0095,2018JJ00,518.0,363.0,152.0,34.4,,,
1543,T001096,A025400,ZW25790,MOG0095,2021JJ00,538.0,392.0,142.0,32.3,,,
1544,T001096,A025400,ZW25790,MBG0095,2012JJ00,534.0,366.0,171.0,34.4,,,
1545,T001096,A025400,ZW25790,MBG0095,2015JJ00,548.0,399.0,152.0,36.5,,,
1546,T001096,A025400,ZW25790,MBG0095,2018JJ00,541.0,386.0,157.0,36.0,,,
1547,T001096,A025400,ZW25790,MBG0095,2021JJ00,566.0,421.0,148.0,34.5,,,
1548,T001096,A025400,ZW25791,MW00000,2012JJ00,559.0,384.0,176.0,33.2,,,
1549,T001096,A025400,ZW25791,MW00000,2015JJ00,574.0,406.0,169.0,34.9,,,
1550,T001096,A025400,ZW25791,MW00000,2018JJ00,571.0,404.0,168.0,34.2,,,
1551,T001096,A025400,ZW25791,MW00000,2021JJ00,591.0,432.0,159.0,32.2,,,
1552,T001096,A025400,ZW25791,MOG0095,2012JJ00,543.0,368.0,172.0,32.2,,,
1553,T001096,A025400,ZW25791,MOG0095,2015JJ00,562.0,393.0,167.0,34.2,,,
1554,T001096,A025400,ZW25791,MOG0095,2018JJ00,561.0,393.0,165.0,33.6,,,
1555,T001096,A025400,ZW25791,MOG0095,2021JJ00,578.0,418.0,157.0,31.3,,,
1556,T001096,A025400,ZW25791,MBG0095,2012JJ00,575.0,400.0,179.0,34.1,,,
1557,T001096,A025400,ZW25791,MBG0095,2015JJ00,587.0,418.0,171.0,35.7,,,
1558,T001096,A025400,ZW25791,MBG0095,2018JJ00,582.0,414.0,170.0,34.9,,,
1559,T001096,A025400,ZW25791,MBG0095,2021JJ00,605.0,446.0,161.0,33.0,,,
1560,T001096,A025400,ZW25792,MW00000,2012JJ00,588.0,381.0,207.0,31.0,,,
1561,T001096,A025400,ZW25792,MW00000,2015JJ00,592.0,387.0,204.0,30.0,,,
1562,T001096,A025400,ZW25792,MW00000,2018JJ00,599.0,394.0,205.0,30.1,,,
1563,T001096,A025400,ZW25792,MW00000,2021JJ00,604.0,408.0,196.0,28.6,,,
1564,T001096,A025400,ZW25792,MOG0095,2012JJ00,567.0,360.0,203.0,29.9,,,
1565,T001096,A025400,ZW25792,MOG0095,2015JJ00,577.0,372.0,202.0,29.2,,,
1566,T001096,A025400,ZW25792,MOG0095,2018JJ00,583.0,378.0,203.0,29.3,,,
1567,T001096,A025400,ZW25792,MOG0095,2021JJ00,591.0,395.0,194.0,27.9,,,
1568,T001096,A025400,ZW25792,MBG0095,2012JJ00,610.0,402.0,212.0,32.1,,,
1569,T001096,A025400,ZW25792,MBG0095,2015JJ00,607.0,402.0,207.0,30.8,,,
1570,T001096,A025400,ZW25792,MBG0095,2018JJ00,614.0,409.0,208.0,30.9,,,
1571,T001096,A025400,ZW25792,MBG0095,2021JJ00,618.0,422.0,199.0,29.4,,,
1572,T001096,A025400,ZW25793,MW00000,2012JJ00,683.0,426.0,257.0,30.0,,,
1573,T001096,A025400,ZW25793,MW00000,2015JJ00,696.0,428.0,268.0,28.8,,,
1574,T001096,A025400,ZW25793,MW00000,2018JJ00,723.0,457.0,267.0,30.1,,,
1575,T001096,A025400,ZW25793,MW00000,2021JJ00,738.0,471.0,267.0,27.3,,,
1576,T001096,A025400,ZW25793,MOG0095,2012JJ00,653.0,398.0,251.0,28.5,,,
1577,T001096,A025400,ZW25793,MOG0095,2015JJ00,667.0,401.0,261.0,27.4,,,
1578,T001096,A025400,ZW25793,MOG0095,2018JJ00,694.0,429.0,261.0,28.9,,,
1579,T001096,A025400,ZW25793,MOG0095,2021JJ00,710.0,444.0,262.0,26.1,,,
1580,T001096,A025400,ZW25793,MBG0095,2012JJ00,712.0,453.0,263.0,31.6,,,
1581,T001096,A025400,ZW25793,MBG0095,2015JJ00,725.0,455.0,275.0,30.2,,,
1582,T001096,A025400,ZW25793,MBG0095,2018JJ00,753.0,485.0,272.0,31.4,,,
1583,T001096,A025400,ZW25793,MBG0095,2021JJ00,766.0,498.0,272.0,28.6,,,
1584,T001096,1021010,2060100,MW00000,2012JJ00,452.0,298.0,154.0,45.0,,,
1585,T001096,1021010,2060100,MW00000,2015JJ00,484.0,330.0,154.0,47.7,,,
1586,T001096,1021010,2060100,MW00000,2018JJ00,466.0,310.0,157.0,45.9,,,
1587,T001096,1021010,2060100,MW00000,2021JJ00,486.0,345.0,141.0,43.2,,,
1588,T001096,1021010,2060100,MOG0095,2012JJ00,447.0,293.0,152.0,44.3,,,
1589,T001096,1021010,2060100,MOG0095,2015JJ00,479.0,325.0,153.0,47.0,,,
1590,T001096,1021010,2060100,MOG0095,2018JJ00,462.0,305.0,156.0,45.1,,,
1591,T001096,1021010,2060100,MOG0095,2021JJ00,480.0,340.0,139.0,42.4,,,
1592,T001096,1021010,2060100,MBG0095,2012JJ00,457.0,303.0,156.0,45.8,,,
1593,T001096,1021010,2060100,MBG0095,2015JJ00,490.0,335.0,156.0,48.4,,,
1594,T001096,1021010,2060100,MBG0095,2018JJ00,471.0,314.0,158.0,46.6,,,
1595,T001096,1021010,2060100,MBG0095,2021JJ00,493.0,351.0,143.0,44.1,,,
1596,T001096,1021010,2060110,MW00000,2012JJ00,499.0,335.0,164.0,46.9,,,
1597,T001096,1021010,2060110,MW00000,2015JJ00,537.0,375.0,162.0,49.2,,,
1598,T001096,1021010,2060110,MW00000,2018JJ00,529.0,367.0,163.0,47.2,,,
1599,T001096,1021010,2060110,MW00000,2021JJ00,538.0,388.0,150.0,44.0,,,
1600,T001096,1021010,2060110,MOG0095,2012JJ00,489.0,326.0,161.0,45.8,,,
1601,T001096,1021010,2060110,MOG0095,2015JJ00,527.0,365.0,160.0,48.1,,,
1602,T001096,1021010,2060110,MOG0095,2018JJ00,520.0,358.0,161.0,46.1,,,
1603,T001096,1021010,2060110,MOG0095,2021JJ00,526.0,377.0,147.0,42.9,,,
1604,T001096,1021010,2060110,MBG0095,2012JJ00,509.0,345.0,166.0,47.9,,,
1605,T001096,1021010,2060110,MBG0095,2015JJ00,547.0,385.0,164.0,50.2,,,
1606,T001096,1021010,2060110,MBG0095,2018JJ00,539.0,376.0,165.0,48.2,,,
1607,T001096,1021010,2060110,MBG0095,2021JJ00,549.0,399.0,152.0,45.2,,,
1608,T001096,1021010,2060120,MW00000,2012JJ00,566.0,381.0,184.0,52.0,,,
1609,T001096,1021010,2060120,MW00000,2015JJ00,576.0,400.0,177.0,52.0,,,
1610,T001096,1021010,2060120,MW00000,2018JJ00,566.0,388.0,178.0,50.3,,,
1611,T001096,1021010,2060120,MW00000,2021JJ00,585.0,417.0,168.0,48.5,,,
1612,T001096,1021010,2060120,MOG0095,2012JJ00,546.0,362.0,180.0,50.2,,,
1613,T001096,1021010,2060120,MOG0095,2015JJ00,558.0,381.0,173.0,50.4,,,
1614,T001096,1021010,2060120,MOG0095,2018JJ00,549.0,372.0,174.0,48.6,,,
1615,T001096,1021010,2060120,MOG0095,2021JJ00,562.0,394.0,164.0,46.5,,,
1616,T001096,1021010,2060120,MBG0095,2012JJ00,585.0,401.0,188.0,53.7,,,
1617,T001096,1021010,2060120,MBG0095,2015JJ00,595.0,418.0,180.0,53.7,,,
1618,T001096,1021010,2060120,MBG0095,2018JJ00,583.0,404.0,181.0,52.0,,,
1619,T001096,1021010,2060120,MBG0095,2021JJ00,609.0,441.0,172.0,50.5,,,
1620,T001096,1021010,2060130,MW00000,2012JJ00,793.0,557.0,236.0,65.5,,,
1621,T001096,1021010,2060130,MW00000,2015JJ00,809.0,578.0,231.0,62.4,,,
1622,T001096,1021010,2060130,MW00000,2018JJ00,784.0,565.0,219.0,64.1,,,
1623,T001096,1021010,2060130,MW00000,2021JJ00,765.0,552.0,213.0,57.7,,,
1624,T001096,1021010,2060130,MOG0095,2012JJ00,742.0,507.0,229.0,62.9,,,
1625,T001096,1021010,2060130,MOG0095,2015JJ00,735.0,504.0,224.0,59.8,,,
1626,T001096,1021010,2060130,MOG0095,2018JJ00,736.0,518.0,213.0,61.7,,,
1627,T001096,1021010,2060130,MOG0095,2021JJ00,710.0,500.0,205.0,55.3,,,
1628,T001096,1021010,2060130,MBG0095,2012JJ00,845.0,608.0,244.0,68.1,,,
1629,T001096,1021010,2060130,MBG0095,2015JJ00,883.0,651.0,239.0,65.0,,,
1630,T001096,1021010,2060130,MBG0095,2018JJ00,833.0,612.0,226.0,66.6,,,
1631,T001096,1021010,2060130,MBG0095,2021JJ00,820.0,604.0,221.0,60.2,,,
1632,T001096,1021010,ZW25799,MW00000,2012JJ00,531.0,353.0,178.0,52.1,,,
1633,T001096,1021010,ZW25799,MW00000,2015JJ00,574.0,395.0,179.0,54.3,,,
1634,T001096,1021010,ZW25799,MW00000,2018JJ00,571.0,392.0,179.0,53.7,,,
1635,T001096,1021010,ZW25799,MW00000,2021JJ00,594.0,421.0,173.0,50.0,,,
1636,T001096,1021010,ZW25799,MOG0095,2012JJ00,513.0,336.0,174.0,50.4,,,
1637,T001096,1021010,ZW25799,MOG0095,2015JJ00,552.0,375.0,175.0,52.8,,,
1638,T001096,1021010,ZW25799,MOG0095,2018JJ00,550.0,371.0,175.0,52.1,,,
1639,T001096,1021010,ZW25799,MOG0095,2021JJ00,566.0,395.0,168.0,48.3,,,
1640,T001096,1021010,ZW25799,MBG0095,2012JJ00,548.0,369.0,182.0,53.8,,,
1641,T001096,1021010,ZW25799,MBG0095,2015JJ00,596.0,416.0,183.0,55.9,,,
1642,T001096,1021010,ZW25799,MBG0095,2018JJ00,593.0,413.0,183.0,55.4,,,
1643,T001096,1021010,ZW25799,MBG0095,2021JJ00,621.0,447.0,178.0,51.8,,,
1644,T001096,1021010,ZW10412,MW00000,2012JJ00,482.0,311.0,171.0,45.5,,,
1645,T001096,1021010,ZW10412,MW00000,2015JJ00,504.0,334.0,170.0,46.7,,,
1646,T001096,1021010,ZW10412,MW00000,2018JJ00,494.0,323.0,171.0,44.6,,,
1647,T001096,1021010,ZW10412,MW00000,2021JJ00,511.0,351.0,160.0,41.4,,,
1648,T001096,1021010,ZW10412,MOG0095,2012JJ00,473.0,303.0,169.0,44.7,,,
1649,T001096,1021010,ZW10412,MOG0095,2015JJ00,495.0,326.0,167.0,45.9,,,
1650,T001096,1021010,ZW10412,MOG0095,2018JJ00,485.0,315.0,169.0,43.7,,,
1651,T001096,1021010,ZW10412,MOG0095,2021JJ00,500.0,340.0,158.0,40.4,,,
1652,T001096,1021010,ZW10412,MBG0095,2012JJ00,490.0,319.0,173.0,46.4,,,
1653,T001096,1021010,ZW10412,MBG0095,2015JJ00,512.0,342.0,172.0,47.6,,,
1654,T001096,1021010,ZW10412,MBG0095,2018JJ00,504.0,332.0,173.0,45.5,,,
1655,T001096,1021010,ZW10412,MBG0095,2021JJ00,522.0,361.0,163.0,42.5,,,
1656,T001096,1021010,ZW10413,MW00000,2012JJ00,500.0,334.0,166.0,47.5,,,
1657,T001096,1021010,ZW10413,MW00000,2015JJ00,516.0,352.0,164.0,48.2,,,
1658,T001096,1021010,ZW10413,MW00000,2018JJ00,507.0,340.0,167.0,46.3,,,
1659,T001096,1021010,ZW10413,MW00000,2021JJ00,520.0,368.0,152.0,43.7,,,
1660,T001096,1021010,ZW10413,MOG0095,2012JJ00,486.0,320.0,163.0,46.3,,,
1661,T001096,1021010,ZW10413,MOG0095,2015JJ00,507.0,344.0,161.0,47.2,,,
1662,T001096,1021010,ZW10413,MOG0095,2018JJ00,496.0,331.0,164.0,45.3,,,
1663,T001096,1021010,ZW10413,MOG0095,2021JJ00,509.0,358.0,149.0,42.6,,,
1664,T001096,1021010,ZW10413,MBG0095,2012JJ00,514.0,348.0,169.0,48.7,,,
1665,T001096,1021010,ZW10413,MBG0095,2015JJ00,525.0,360.0,166.0,49.1,,,
1666,T001096,1021010,ZW10413,MBG0095,2018JJ00,517.0,349.0,169.0,47.3,,,
1667,T001096,1021010,ZW10413,MBG0095,2021JJ00,530.0,378.0,154.0,44.8,,,
1668,T001096,1021010,ZW10414,MW00000,2012JJ00,512.0,355.0,157.0,47.1,,,
1669,T001096,1021010,ZW10414,MW00000,2015JJ00,552.0,399.0,153.0,48.9,,,
1670,T001096,1021010,ZW10414,MW00000,2018JJ00,519.0,364.0,155.0,46.2,,,
1671,T001096,1021010,ZW10414,MW00000,2021JJ00,520.0,377.0,142.0,42.9,,,
1672,T001096,1021010,ZW10414,MOG0095,2012JJ00,495.0,339.0,154.0,45.7,,,
1673,T001096,1021010,ZW10414,MOG0095,2015JJ00,533.0,381.0,150.0,47.6,,,
1674,T001096,1021010,ZW10414,MOG0095,2018JJ00,505.0,350.0,152.0,45.0,,,
1675,T001096,1021010,ZW10414,MOG0095,2021JJ00,501.0,360.0,139.0,41.4,,,
1676,T001096,1021010,ZW10414,MBG0095,2012JJ00,530.0,371.0,161.0,48.5,,,
1677,T001096,1021010,ZW10414,MBG0095,2015JJ00,571.0,417.0,156.0,50.2,,,
1678,T001096,1021010,ZW10414,MBG0095,2018JJ00,533.0,378.0,157.0,47.5,,,
1679,T001096,1021010,ZW10414,MBG0095,2021JJ00,539.0,395.0,146.0,44.4,,,
1680,T001096,1021010,ZW10415,MW00000,2012JJ00,596.0,442.0,154.0,55.7,,,
1681,T001096,1021010,ZW10415,MW00000,2015JJ00,598.0,447.0,151.0,57.7,,,
1682,T001096,1021010,ZW10415,MW00000,2018JJ00,575.0,421.0,153.0,58.7,,,
1683,T001096,1021010,ZW10415,MW00000,2021JJ00,593.0,461.0,132.0,55.7,,,
1684,T001096,1021010,ZW10415,MOG0095,2012JJ00,563.0,410.0,149.0,53.3,,,
1685,T001096,1021010,ZW10415,MOG0095,2015JJ00,548.0,399.0,147.0,55.4,,,
1686,T001096,1021010,ZW10415,MOG0095,2018JJ00,553.0,401.0,150.0,56.6,,,
1687,T001096,1021010,ZW10415,MOG0095,2021JJ00,568.0,437.0,128.0,53.4,,,
1688,T001096,1021010,ZW10415,MBG0095,2012JJ00,629.0,473.0,160.0,58.1,,,
1689,T001096,1021010,ZW10415,MBG0095,2015JJ00,647.0,495.0,156.0,59.9,,,
1690,T001096,1021010,ZW10415,MBG0095,2018JJ00,596.0,441.0,157.0,60.8,,,
1691,T001096,1021010,ZW10415,MBG0095,2021JJ00,619.0,486.0,135.0,58.1,,,
1692,T001096,1021010,ZW10270,MW00000,2012JJ00,540.0,356.0,184.0,48.1,,,
1693,T001096,1021010,ZW10270,MW00000,2015JJ00,561.0,379.0,182.0,49.0,,,
1694,T001096,1021010,ZW10270,MW00000,2018JJ00,550.0,369.0,181.0,47.3,,,
1695,T001096,1021010,ZW10270,MW00000,2021JJ00,559.0,387.0,172.0,44.6,,,
1696,T001096,1021010,ZW10270,MOG0095,2012JJ00,529.0,346.0,182.0,47.3,,,
1697,T001096,1021010,ZW10270,MOG0095,2015JJ00,548.0,367.0,180.0,48.3,,,
1698,T001096,1021010,ZW10270,MOG0095,2018JJ00,540.0,360.0,179.0,46.6,,,
1699,T001096,1021010,ZW10270,MOG0095,2021JJ00,547.0,376.0,169.0,43.8,,,
1700,T001096,1021010,ZW10270,MBG0095,2012JJ00,551.0,366.0,186.0,48.9,,,
1701,T001096,1021010,ZW10270,MBG0095,2015JJ00,574.0,392.0,184.0,49.7,,,
1702,T001096,1021010,ZW10270,MBG0095,2018JJ00,559.0,377.0,183.0,48.1,,,
1703,T001096,1021010,ZW10270,MBG0095,2021JJ00,570.0,398.0,174.0,45.4,,,
1704,T001096,1021010,ZW10280,MW00000,2012JJ00,474.0,325.0,149.0,48.3,,,
1705,T001096,1021010,ZW10280,MW00000,2015JJ00,510.0,362.0,148.0,50.7,,,
1706,T001096,1021010,ZW10280,MW00000,2018JJ00,495.0,344.0,151.0,49.5,,,
1707,T001096,1021010,ZW10280,MW00000,2021JJ00,517.0,383.0,134.0,46.5,,,
1708,T001096,1021010,ZW10280,MOG0095,2012JJ00,467.0,318.0,148.0,47.4,,,
1709,T001096,1021010,ZW10280,MOG0095,2015JJ00,502.0,354.0,147.0,49.8,,,
1710,T001096,1021010,ZW10280,MOG0095,2018JJ00,487.0,336.0,150.0,48.6,,,
1711,T001096,1021010,ZW10280,MOG0095,2021JJ00,507.0,374.0,132.0,45.5,,,
1712,T001096,1021010,ZW10280,MBG0095,2012JJ00,482.0,332.0,151.0,49.2,,,
1713,T001096,1021010,ZW10280,MBG0095,2015JJ00,518.0,370.0,150.0,51.5,,,
1714,T001096,1021010,ZW10280,MBG0095,2018JJ00,504.0,352.0,153.0,50.4,,,
1715,T001096,1021010,ZW10280,MBG0095,2021JJ00,527.0,393.0,136.0,47.6,,,
1716,T001096,1021010,T001100,MW00000,2012JJ00,509.0,341.0,168.0,48.2,,,
1717,T001096,1021010,T001100,MW00000,2015JJ00,536.0,371.0,165.0,49.8,,,
1718,T001096,1021010,T001100,MW00000,2018JJ00,524.0,357.0,167.0,48.4,,,
1719,T001096,1021010,T001100,MW00000,2021JJ00,539.0,385.0,154.0,45.5,,,
1720,T001096,1021010,T001100,MOG0095,2012JJ00,502.0,335.0,166.0,47.6,,,
1721,T001096,1021010,T001100,MOG0095,2015JJ00,528.0,363.0,164.0,49.3,,,
1722,T001096,1021010,T001100,MOG0095,2018JJ00,517.0,351.0,165.0,47.8,,,
