ID,Energiedragers,Perioden,TotaalAanbodTPES_1,Winning_2,Invoer_3,Uitvoer_4,NettoInvoer_5,Bunkering_6,Voorraadmutatie_7,StatistischeVerschillen_8,TotaalEnergieverbruik_9,TotaalInzet_10,InzetElektriciteitWKKOmzetting_11,InzetAndereOmzetting_12,TotaalProductie_13,ProductieElektriciteitWKKOmzetting_14,ProductieAndereOmzetting_15,TotaalSaldoEnergieomzetting_16,SaldoElektriciteitWKKOmzetting_17,SaldoAndereOmzetting_18,Totaal_19,ElektriciteitsEnWarmteproductie_20,WinningVanOlieEnGas_21,Cokesfabrieken_22,Hoogovens_23,OlieraffinageInstallaties_24,WaterstofproductieInstallaties_25,OverigeInstallaties_26,VerliezenBijDistributie_27,TotaalFinaalVerbruik_28,Totaal_29,Totaal_30,IJzerEnStaalindustrie_31,ChemieEnFarmaceutischeIndustrie_32,NonFerrometalen_33,Bouwmaterialenindustrie_34,Transportmiddelenindustrie_35,MetaalproductenEnMachineIndustrie_36,DelfstoffenwinningGeenOlieEnGas_37,VoedingsEnGenotmiddelenindustrie_38,PapierEnGrafischeIndustrie_39,Houtindustrie_40,Bouwnijverheid_41,TextielKledingEnLederindustrie_42,OverigeIndustrieEnOnbekend_43,Totaal_44,BinnenlandseLuchtvaart_45,Wegverkeer_46,Railverkeer_47,Pijpleidingen_48,BinnenlandseScheepvaart_49,Onbekend_50,Totaal_51,DienstenAfvalWaterEnReparatie_52,Woningen_53,Landbouw_54,Visserij_55,Onbekend_56,Totaal_57,NijverheidExclusiefDeEnergiesector_58,WaarvanChemieEnPetrochemie_59,Vervoer_60,OverigeAfnemers_61
2493,E006526   ,1990JJ00,-8.3,,5.9,15.4,-9.5,,1.1,0.7,-9.0,6.7,,6.7,18.8,,18.8,-12.1,,-12.1,0.0,,,,,0.0,,,,3.1,1.1,0.1,,0.0,,0.1,,0.0,,0.0,0.0,,,0.0,,,,,,,,,1.0,,1.0,,,,2.0,1.5,1.5,,
2494,E006526   ,1991JJ00,-1.9,,10.9,11.6,-0.7,,-1.2,0.1,-1.9,8.5,,8.5,15.1,,15.1,-6.5,,-6.5,0.0,,,,,0.0,,,,4.6,1.0,0.1,,0.0,,0.0,,0.0,,,0.0,,,,0.0,,,,,,,,1.0,,1.0,,,,3.6,2.7,2.7,,
2495,E006526   ,1992JJ00,-0.7,,26.1,23.9,2.2,,-2.9,0.0,-0.7,10.8,,10.8,15.1,,15.1,-4.3,,-4.3,0.0,,,,,0.0,,,,3.6,1.0,0.1,,0.0,,0.0,,0.0,,0.0,0.0,,,,0.0,,,,,,,,0.9,,0.9,,,,2.6,2.0,2.0,,
2496,E006526   ,1993JJ00,5.3,,24.1,21.1,3.0,,2.3,0.0,5.3,12.9,,12.9,11.9,,11.9,1.1,,1.1,0.0,,,,,0.0,,0.0,,4.2,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.9,,0.9,,,,3.2,2.5,2.5,,
2497,E006526   ,1994JJ00,0.7,,10.1,11.6,-1.5,,2.1,0.0,0.7,9.6,,9.6,12.6,,12.6,-3.1,,-3.1,0.0,,,,,0.0,,,,3.8,0.7,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,,,0.7,0.0,0.7,,,,3.1,2.4,2.4,,
2498,E006526   ,1995JJ00,5.7,,12.1,6.6,5.5,,0.2,0.0,5.7,12.4,,12.4,10.3,,10.3,2.1,,2.1,0.0,,,,,0.0,,,,3.6,0.7,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.7,0.0,0.7,,,,2.9,2.2,2.2,,
2499,E006526   ,1996JJ00,17.5,,30.6,12.5,18.0,,-0.5,0.0,17.5,25.2,,25.2,12.0,,12.0,13.2,,13.2,0.0,,,,,0.0,,,,4.4,0.8,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.8,,0.8,,,,3.5,2.7,2.7,,
2500,E006526   ,1997JJ00,7.1,,21.6,12.3,9.2,,-2.1,0.0,7.1,14.3,,14.3,12.0,,12.0,2.3,,2.3,,,,,,,,,,4.8,0.6,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,0.6,0.0,0.6,,,,4.1,3.2,3.2,,
2501,E006526   ,1998JJ00,12.0,,21.9,11.8,10.0,,1.9,0.0,12.0,18.1,,18.1,11.2,,11.2,6.9,,6.9,,,,,,,,,,5.1,0.6,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,0.6,0.0,0.6,,,,4.5,3.4,3.4,,
2502,E006526   ,1999JJ00,15.2,,27.6,13.5,14.1,,1.1,0.0,15.2,23.2,,23.2,12.4,,12.4,10.9,,10.9,,,,,,,,,,4.4,0.6,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,0.5,0.0,0.5,,,,3.8,3.1,3.1,,
2503,E006526   ,2000JJ00,16.2,,31.8,12.8,19.1,,-2.9,0.0,16.2,24.6,,24.6,12.8,,12.8,11.8,,11.8,,,,,,,,,,4.4,0.6,0.1,0.0,0.0,,0.0,,0.0,0.0,0.0,,,,0.1,,,,,,,,,0.5,,0.5,,,,3.8,3.4,3.4,,
2504,E006526   ,2001JJ00,17.7,,27.0,10.7,16.2,,1.5,0.0,17.7,28.2,,28.2,15.8,,15.8,12.4,,12.4,,,,,,,,,,5.4,0.5,0.0,,0.0,,0.0,,0.0,0.0,0.0,,,,0.0,,,,,,,,,0.5,,0.5,,,,4.8,4.1,4.1,,
2505,E006526   ,2002JJ00,12.6,,21.6,9.1,12.5,,0.2,0.0,12.6,22.5,,22.5,14.7,,14.7,7.8,,7.8,,,,,,,,,,4.8,0.5,0.1,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,0.4,,0.4,,,,4.3,3.7,3.7,,
2506,E006526   ,2003JJ00,12.1,,21.3,7.4,13.8,,-1.8,0.0,12.1,21.2,,21.2,14.2,,14.2,6.9,,6.9,,,,,,,,,,5.2,0.5,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,0.4,,0.4,,,,4.6,4.0,4.0,,
2507,E006526   ,2004JJ00,12.7,,21.2,9.4,11.8,,0.8,0.0,12.7,22.0,,22.0,13.8,,13.8,8.1,,8.1,,,,,,,,,,4.5,0.4,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,,,,,,,,,,,0.4,,0.4,,,,4.1,3.6,3.6,,
2508,E006526   ,2005JJ00,11.4,,21.9,11.3,10.7,,0.7,0.0,11.4,20.4,,20.4,14.6,,14.6,5.9,,5.9,,,,,,,,,,5.5,0.4,0.0,0.0,0.0,,0.0,,,,0.0,,0.0,,,,,,,,,,,0.3,,0.3,,,,5.2,4.6,4.6,,
2509,E006526   ,2006JJ00,20.5,,31.6,10.0,21.7,,-1.2,0.0,20.5,28.1,,28.1,12.1,,12.1,16.1,,16.1,,,,,,,,,,4.4,0.3,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,,,,,,,,,0.3,,0.3,,,,4.1,3.7,3.7,,
2510,E006526   ,2007JJ00,11.3,,21.7,11.3,10.4,,0.8,0.0,11.3,27.2,,27.2,19.7,,19.7,7.5,,7.5,,,,,,,,,,3.8,0.3,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,,,,,,,,,,,0.3,,0.3,,,,3.5,3.3,3.3,,
2511,E006526   ,2008JJ00,2.9,,14.8,10.8,3.9,,-1.0,0.0,2.9,14.8,,14.8,15.8,,15.8,-1.0,,-1.0,,,,,,,,,,3.9,0.3,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.3,,0.3,,,,3.6,3.5,3.5,,
2512,E006526   ,2009JJ00,3.3,,22.9,15.3,7.6,,-4.3,0.0,3.3,15.9,,15.9,18.4,,18.4,-2.4,,-2.4,,,,,,,,,,5.8,0.4,0.1,,0.0,,,0.1,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.3,,0.3,,,,5.4,4.9,4.9,,
2513,E006526   ,2010JJ00,18.6,,30.4,16.2,14.2,,4.4,0.0,18.6,28.2,,28.2,13.6,,13.6,14.6,,14.6,,,,,,,,,,4.0,0.3,0.0,,,,,0.0,,0.0,,,0.0,,,,,,,,,,,0.3,,0.3,,,,3.7,3.5,3.5,,
2514,E006526   ,2011JJ00,-3.3,,16.5,20.4,-3.9,,0.7,0.0,-3.3,12.9,,12.9,18.7,,18.7,-5.8,,-5.8,,,,,,,,,,2.5,0.3,0.0,,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.3,,0.3,,,,2.2,2.1,2.1,,
2515,E006526   ,2012JJ00,-7.8,,9.4,18.8,-9.4,,1.6,0.0,-7.8,15.1,,15.1,26.6,,26.6,-11.4,,-11.4,,,,,,,,,,3.6,0.3,0.0,,,,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,0.3,,0.3,,,,3.4,3.2,3.2,,
2516,E006526   ,2013JJ00,-3.8,,9.9,12.8,-2.9,,-0.8,0.0,-3.8,12.9,,12.9,20.2,,20.2,-7.3,,-7.3,,,,,,,,,,3.6,0.3,0.0,,,,,0.0,0.0,0.0,,,0.0,,,0.0,,,,,,,,0.3,,0.3,,,,3.3,3.2,3.2,,
2517,E006526   ,2014JJ00,-7.3,,8.2,16.1,-7.9,,0.6,0.0,-7.3,5.8,,5.8,16.8,,16.8,-11.0,,-11.0,,,,,,,,,,3.7,0.3,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,0.3,,0.3,,,,3.4,3.3,3.3,,
2518,E006526   ,2015JJ00,-14.2,,9.3,23.9,-14.6,,0.5,,-14.2,10.6,,10.6,28.1,,28.1,-17.5,,-17.5,,,,,,,,,,3.3,0.3,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,0.3,,0.3,,,,3.1,2.9,2.9,,0.2
2519,E006526   ,2016JJ00,-20.7,,9.9,29.8,-19.9,,-0.8,,-20.7,9.8,,9.8,32.8,,32.8,-23.0,,-23.0,,,,,,,,,,2.3,0.3,0.0,,,,0.0,,0.0,,,,,,,0.0,,,,,,,,0.3,,0.3,,,,2.0,2.0,2.0,,0.1
2520,E006526   ,2017JJ00,-6.7,,16.9,22.4,-5.5,,-1.2,,-6.7,9.0,,9.0,18.3,,18.3,-9.3,,-9.3,,,,,,,,,,2.5,0.3,0.0,,0.0,,,,0.0,,,,,,,0.0,,,,,,,,0.2,,0.2,,,,2.3,2.2,2.2,,0.1
2521,E006526   ,2018JJ00,8.3,,22.3,13.8,8.5,,-0.2,,8.3,19.1,,19.1,13.1,,13.1,6.0,,6.0,,,,,,,,,,2.3,0.3,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,,,,0.3,0.0,0.2,,,,2.1,2.0,2.0,,0.1
2522,E006526   ,2019JJ00,0.1,,17.3,17.7,-0.4,,0.5,,0.1,11.5,,11.5,13.9,,13.9,-2.4,,-2.4,0.0,,0.0,,,,,,,2.5,0.3,0.0,,0.0,,0.0,,0.0,0.0,0.0,,,,,0.0,,,,,,,,0.2,0.0,0.2,,,,2.2,2.1,2.1,,0.1
2523,E006526   ,2020JJ00,0.3,,13.5,10.4,3.0,,-2.7,,0.3,13.0,,13.0,14.8,,14.8,-1.9,,-1.9,,,,,,,,,,2.1,0.2,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,0.2,0.0,0.2,,,,1.9,1.8,1.8,,0.1
2524,E006526   ,2021JJ00,-1.7,,13.3,17.6,-4.3,,2.5,,-1.7,21.8,,21.8,25.1,,25.1,-3.3,,-3.3,,,,,,,,,,1.6,0.2,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,0.2,0.0,0.2,,,,1.3,1.3,1.3,,0.0
2525,E006526   ,2022JJ00,-17.4,,11.4,27.8,-16.4,,-1.0,,-17.4,7.0,,7.0,25.7,,25.7,-18.7,,-18.7,,,,,,,,,,1.3,0.2,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,0.2,0.0,0.2,,,,1.1,1.0,1.0,,0.0
2526,E006526   ,2023JJ00,-11.2,,26.2,36.8,-10.6,,-0.5,,-11.2,9.4,,9.4,22.1,,22.1,-12.8,,-12.8,,,,,,,,,,1.6,0.2,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,,0.2,,0.2,,,,1.4,1.3,1.3,,0.0
2527,E006526   ,2024JJ00,-19.9,,17.8,37.8,-20.0,,0.1,,-19.9,11.4,,11.4,32.7,,32.7,-21.3,,-21.3,,,,,,,,,,1.3,0.2,0.0,,,,0.0,,0.0,,0.0,,,,,0.0,,,,,,,,0.2,,0.2,,,,1.1,1.1,1.1,,0.0
2528,E007218   ,1946JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529,E007218   ,1947JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530,E007218   ,1948JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531,E007218   ,1949JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532,E007218   ,1950JJ00,,,,,,,,,,,,,44.6,,44.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533,E007218   ,1951JJ00,,,,,,,,,,,,,59.4,,59.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534,E007218   ,1952JJ00,,,,,,,,,,,,,67.5,,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535,E007218   ,1953JJ00,,,,,,,,,,,,,86.3,,86.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536,E007218   ,1954JJ00,,,,,,,,,,,,,101.1,,101.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537,E007218   ,1955JJ00,,,48.3,91.9,-43.6,22.4,,,,,,,114.1,,114.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538,E007218   ,1956JJ00,,,,,,,,,,,,,114.9,,114.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539,E007218   ,1957JJ00,,,,,,22.5,,,,,,,136.8,,136.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540,E007218   ,1958JJ00,,,,,,,,,,,,,143.6,,143.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541,E007218   ,1959JJ00,,,,,,17.5,,,,,,,146.7,,146.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542,E007218   ,1960JJ00,-93.6,,102.2,174.0,-71.8,20.5,-1.3,-0.1,-93.5,2.0,1.5,0.5,190.3,,190.3,-188.3,1.5,-189.8,,,,,,,,,,94.8,94.7,11.1,3.0,0.8,,0.9,,,,,,,,,6.4,42.4,,18.1,1.9,,22.4,,41.2,7.7,28.8,4.7,,,,,,,
2543,E007218   ,1961JJ00,-92.5,,121.6,176.4,-54.8,29.8,-7.9,,-92.5,1.6,1.4,0.2,202.5,,202.5,-200.9,1.4,-202.3,,,,,,,,,,108.4,108.4,11.7,3.4,0.8,,1.5,,,,,,,,,6.0,46.3,,21.2,1.9,,23.3,,50.4,10.7,34.4,5.3,,,,,,,
2544,E007218   ,1962JJ00,-101.5,,166.6,237.0,-70.4,30.3,-0.8,,-101.6,1.7,1.5,0.2,233.4,,233.4,-231.7,1.5,-233.2,,,,,,,,,,130.1,130.2,12.0,3.1,0.9,,1.0,,,,,,,,,7.0,52.9,,25.2,2.1,,25.6,,65.3,12.2,47.6,5.5,,,,,,,
2545,E007218   ,1963JJ00,-66.8,,202.5,233.2,-30.7,29.5,-6.5,,-66.8,1.5,1.5,0.0,220.5,,220.5,-219.0,1.5,-220.5,,,,,,,,,,152.2,152.2,12.5,3.5,0.9,,1.1,,,,,,,,,7.0,58.8,,28.4,2.6,,27.8,,80.9,12.4,60.4,8.1,,,,,,,
2546,E007218   ,1964JJ00,-92.8,,130.7,186.0,-55.3,30.8,-6.7,,-92.9,0.9,0.9,0.0,257.3,,257.3,-256.4,0.9,-257.3,,,,,,,,,,163.5,163.5,12.1,3.4,0.9,,1.4,,,,,,,,,6.4,62.3,,30.7,2.6,,29.0,,89.1,15.6,65.3,8.1,,,,,,,
2547,E007218   ,1965JJ00,-89.7,,150.8,214.1,-63.3,33.0,6.6,,-89.8,0.8,0.8,0.0,280.4,,280.4,-279.6,0.8,-280.4,,,,,,,,,,189.8,189.8,12.0,3.2,0.7,,1.5,,,,,,,,,6.6,64.9,,32.2,2.3,,30.3,,112.9,20.5,83.9,8.5,,,,,,,
2548,E007218   ,1966JJ00,-132.3,,190.1,260.4,-70.3,37.0,-25.0,,-132.3,1.1,0.9,0.2,334.6,,334.6,-333.5,0.9,-334.4,,,,,,,,,,201.2,201.2,11.8,3.2,0.7,,1.4,,,,,,,,,6.5,65.5,,33.9,2.6,,29.0,,123.9,21.8,93.9,8.1,,,,,,,
2549,E007218   ,1967JJ00,-129.9,,133.3,239.8,-106.5,37.3,14.0,,-129.9,1.1,1.0,0.1,344.8,,344.8,-343.7,1.0,-344.7,,,,,,,,,,213.8,213.7,12.5,2.8,0.9,,1.1,,,,,,,,,7.8,72.2,,34.2,2.2,,35.9,,129.0,24.4,96.9,7.7,,,,,,,
2550,E007218   ,1968JJ00,-170.2,,106.4,222.0,-115.6,46.6,-8.0,,-170.3,1.6,1.5,0.1,408.4,,408.4,-406.8,1.5,-408.3,,,,,,,,,,236.5,236.5,12.9,2.6,0.6,,1.0,,,,,,,,,8.7,71.8,,36.1,2.0,,33.7,,151.8,28.2,114.6,9.0,,,,,,,
2551,E007218   ,1969JJ00,-324.3,,97.3,349.9,-252.6,55.6,-16.0,,-324.3,1.5,1.5,0.0,580.2,,580.2,-578.7,1.5,-580.2,,,,,,,,,,254.4,254.4,11.5,2.3,0.7,,0.9,,,,,,,,,7.6,78.4,,37.6,2.1,,38.6,,164.5,22.8,131.3,10.5,,,,,,,
2552,E007218   ,1970JJ00,-447.0,,174.5,535.0,-360.5,55.8,-30.6,0.0,-447.0,1.8,1.8,,731.7,,731.7,-729.9,1.8,-731.7,,,,,,,,,,282.9,282.9,10.4,2.1,0.6,,0.6,,,,,,,,,7.0,86.5,,41.4,2.6,,42.5,,186.0,34.9,140.9,10.2,,,,,,,
2553,E007218   ,1971JJ00,-441.7,,155.3,555.5,-400.2,54.7,13.2,0.1,-441.8,2.1,2.1,,722.6,,722.6,-720.5,2.1,-722.6,,,,,,,,,,278.7,278.8,10.2,2.0,0.6,,0.6,,,,0.2,0.1,,,,6.6,89.0,,47.2,2.3,,39.5,,179.6,50.8,119.6,9.2,,,,,,,
2554,E007218   ,1972JJ00,-521.0,,110.5,544.1,-433.6,70.9,-16.4,,-521.0,1.5,1.5,,833.8,,833.8,-832.3,1.5,-833.8,,,,,,,,,,311.3,311.4,16.4,2.2,0.6,,0.5,,,,0.2,0.0,,,,12.7,98.5,,51.4,2.3,,44.8,,196.5,58.5,128.7,9.3,,,,,,,
2555,E007218   ,1973JJ00,-565.2,,99.7,600.1,-500.4,70.6,5.9,-0.2,-565.0,1.1,1.1,,877.9,,877.9,-876.8,1.1,-877.9,,,,,,,,,,311.8,311.8,17.8,1.9,0.9,,0.6,,,,0.3,0.0,,,,14.1,104.9,,53.5,2.3,,49.1,,189.1,44.1,134.6,10.4,,,,,,,
2556,E007218   ,1974JJ00,-487.5,,114.4,531.0,-416.6,58.6,-12.3,-0.4,-487.1,0.4,0.4,,741.8,,741.8,-741.4,0.4,-741.8,,,,,,,,,,254.3,254.3,12.3,1.8,0.5,,0.3,,,,0.3,0.1,,,,9.3,98.5,,57.6,2.0,,38.9,,143.5,37.1,97.0,9.4,,,,,,,
2557,E007218   ,1975JJ00,-424.6,,115.5,484.9,-369.4,64.6,9.4,0.3,-424.9,0.6,0.6,,689.0,,689.0,-688.4,0.6,-689.0,,,,,,,,,,263.5,263.4,21.9,1.7,0.5,,0.3,,,,0.4,0.1,,,,18.9,104.3,,62.1,1.9,,40.4,,137.2,53.2,74.8,9.2,,,,,,,
2558,E007218   ,1976JJ00,-464.0,,104.6,529.1,-424.5,68.8,29.2,-0.3,-463.7,0.4,0.4,,769.8,,769.8,-769.4,0.4,-769.8,,,,,,,,,,305.7,305.8,22.5,1.8,3.0,,0.4,,,,0.6,0.1,,,,16.5,125.9,,74.7,1.8,,49.4,,157.4,73.3,74.6,9.5,,,,,,,
2559,E007218   ,1977JJ00,-476.0,,56.7,456.3,-399.6,66.8,-9.6,1.1,-477.1,0.3,0.3,,768.6,,768.6,-768.3,0.3,-768.6,,,,,,,,,,291.2,291.2,21.4,2.7,1.2,,0.4,,,,0.9,0.1,,,,16.1,132.6,,77.0,1.8,,53.8,,137.2,54.5,72.8,9.9,,,,,,,
2560,E007218   ,1978JJ00,-482.4,,126.8,511.9,-385.1,85.6,-11.7,-0.5,-481.9,24.5,0.4,24.1,804.9,,804.9,-780.4,0.4,-780.8,0.1,,,,,0.1,,,,298.4,246.5,8.2,2.4,,,0.4,,,,0.8,0.2,,,,4.4,122.2,,90.7,1.7,,29.7,,116.1,48.3,55.1,12.6,,,52.0,52.0,52.0,,
2561,E007218   ,1979JJ00,-527.4,,176.3,618.9,-442.6,77.2,-7.6,3.0,-530.4,34.3,0.4,33.9,849.9,,849.9,-815.6,0.4,-816.0,0.1,,,,,0.1,,,,285.1,237.0,10.1,2.4,,,0.5,,,,1.0,0.4,,,,5.8,110.6,,81.4,1.7,,27.4,,116.3,42.3,61.2,12.8,,,48.2,48.2,48.2,,
2562,E007218   ,1980JJ00,-424.5,,344.2,703.7,-359.5,74.0,9.1,1.4,-425.9,50.4,0.2,50.2,749.5,,749.5,-699.1,0.2,-699.3,0.1,,,,,0.1,,,,273.1,224.3,21.1,2.4,11.0,,0.4,,,,0.8,0.3,,,,6.2,111.3,,85.0,2.0,,24.3,,91.9,29.0,46.9,16.1,,,48.8,48.8,48.8,,
2563,E007218   ,1981JJ00,-261.7,,351.5,601.0,-249.5,80.4,68.3,-0.1,-261.6,93.6,0.2,93.4,598.9,,598.9,-505.3,0.2,-505.5,0.1,,,,,0.1,,,,243.6,198.3,13.7,2.4,,,0.3,,,,0.9,0.3,,,0.4,9.4,119.9,,96.1,1.9,,21.9,,64.7,25.3,30.5,8.9,,,45.3,45.3,45.3,,
2564,E007218   ,1982JJ00,-313.7,,327.7,581.9,-254.2,83.5,24.0,-1.2,-312.5,79.5,0.8,78.7,584.3,,584.3,-504.8,0.8,-505.6,0.1,,,,,0.1,,,,192.2,175.2,5.5,3.2,,,0.3,,,,0.9,0.1,,0.3,0.2,0.5,103.8,,90.3,2.7,,10.7,,65.9,15.1,39.5,11.3,,,17.0,17.0,17.0,,
2565,E007218   ,1983JJ00,-271.7,,473.0,660.7,-187.7,82.3,-1.7,-0.2,-271.5,137.0,0.5,136.5,618.0,,618.0,-481.0,0.5,-481.5,0.1,,,,,0.1,,,,209.4,178.9,4.6,2.5,,,0.3,,,,0.9,0.0,,0.4,0.1,0.4,114.0,,100.1,2.2,,11.6,,60.3,14.7,36.4,9.2,,,30.5,30.5,30.5,,
2566,E007218   ,1984JJ00,-418.3,,369.5,687.0,-317.5,87.0,-13.8,-0.3,-418.0,69.3,0.2,69.1,690.3,,690.3,-621.0,0.2,-621.2,0.2,0.0,,,,0.1,,,,202.8,182.9,9.8,0.3,,0.1,0.3,0.4,1.4,1.2,0.6,0.2,0.3,4.7,0.2,0.0,117.2,,105.1,2.0,,10.1,,55.9,37.2,15.0,3.7,,,19.9,19.9,19.9,,
2567,E007218   ,1985JJ00,-375.6,,474.9,762.0,-287.1,92.4,4.0,-1.4,-374.2,49.1,0.4,48.7,641.6,,641.6,-592.5,0.4,-592.9,0.2,0.0,,,,0.2,,,,218.1,193.8,5.9,0.3,0.7,0.0,0.3,0.5,1.1,0.4,0.8,0.0,0.8,0.4,0.1,0.4,130.4,,99.0,1.7,,29.7,,57.5,42.0,11.7,3.9,,,24.3,24.3,24.3,,
2568,E007218   ,1986JJ00,-496.6,,561.4,909.7,-348.3,95.8,-52.5,-0.9,-495.7,84.6,0.4,84.2,847.1,,847.1,-762.5,0.4,-762.9,0.1,,,,,0.1,,,,266.7,222.3,23.9,0.3,12.6,0.0,0.4,0.5,1.3,0.5,1.7,0.1,0.7,5.1,0.0,0.5,137.0,,105.0,0.7,,31.3,,61.4,46.1,11.3,4.1,,,44.4,44.4,44.4,,
2569,E007218   ,1987JJ00,-500.8,,409.9,886.6,-476.7,93.4,69.2,-0.4,-500.4,39.3,0.6,38.7,768.0,,768.0,-728.7,0.6,-729.3,0.2,0.0,,,,0.1,,,,228.1,213.0,19.1,0.2,9.4,0.0,0.6,0.6,0.6,0.7,1.3,0.1,0.7,4.3,0.1,0.5,140.1,,116.2,0.8,,23.2,,53.8,39.7,9.9,4.3,,,15.0,15.0,15.0,,
2570,E007218   ,1988JJ00,-498.6,,369.5,776.8,-407.3,87.9,-3.5,,-498.6,40.8,0.4,40.4,767.3,,767.3,-726.5,0.4,-726.9,0.3,,,,,0.3,,,,227.6,225.2,9.5,0.2,0.2,,0.6,0.6,0.7,0.7,1.0,0.0,0.3,4.7,0.0,0.5,154.0,,129.9,0.6,,23.6,,61.7,48.9,7.7,5.1,,,2.4,2.4,2.4,,
2571,E007218   ,1989JJ00,-470.1,,369.9,728.7,-358.8,89.2,-22.1,-1.1,-469.0,30.9,0.3,30.6,742.3,,742.3,-711.4,0.3,-711.7,0.2,,,,,0.2,,,,242.2,238.0,11.7,2.5,0.3,0.0,0.5,0.4,0.6,0.7,1.0,0.0,0.2,5.2,0.0,0.3,163.7,,141.6,0.6,,21.5,,62.6,50.4,7.3,4.9,,,4.2,4.2,4.2,,
2572,E007218   ,1990JJ00,-359.5,,411.6,682.2,-270.6,84.7,-4.2,0.9,-360.4,21.5,0.4,21.1,665.9,,665.9,-644.4,0.4,-644.8,0.2,,0.0,,,0.2,,0.0,,283.7,260.2,28.5,0.1,0.2,0.0,0.5,0.4,0.5,0.7,0.9,0.2,0.2,24.4,0.1,0.3,187.2,,176.5,1.2,,9.5,,44.5,6.9,7.1,14.9,13.0,2.5,23.5,23.5,23.5,,
2573,E007218   ,1991JJ00,-427.0,,428.1,739.0,-310.9,81.1,-35.0,9.5,-436.5,26.8,0.4,26.4,755.0,,755.0,-728.2,0.4,-728.6,0.2,,0.0,,,0.2,,,,291.5,265.9,28.6,0.1,0.2,0.0,0.4,0.3,0.7,0.8,0.8,0.0,0.2,24.5,0.0,0.5,193.8,,182.4,1.2,,10.1,,43.5,7.2,6.9,14.4,12.5,2.5,25.6,25.6,25.6,,
2574,E007218   ,1992JJ00,-471.7,,351.4,741.5,-390.1,81.2,-0.4,5.2,-476.9,19.3,0.6,18.8,790.8,,790.8,-771.4,0.6,-772.0,0.2,,0.0,,,0.2,,,,294.3,279.8,28.4,0.1,0.1,0.0,0.9,0.3,0.8,0.7,0.4,0.0,0.3,24.1,0.1,0.6,209.1,,198.2,1.2,,9.6,,42.3,7.3,6.4,14.2,11.9,2.5,14.4,14.4,14.4,,
