ID,RegioS,Perioden,CultuurgrondTotaal_1,k_001Tot1Ha_2,k_1Tot5Ha_3,k_5Tot10Ha_4,k_10Tot30Ha_5,k_30HaOfMeer_6,AkkerbouwTotaal_7,k_001Tot1Ha_8,k_1Tot5Ha_9,k_5Tot10Ha_10,k_10Tot30Ha_11,k_30HaOfMeer_12,TuinbouwOpenGrondTotaal_13,k_001Tot05Ha_14,k_05Tot1Ha_15,k_1Tot3Ha_16,k_3Tot10Ha_17,k_10HaOfMeer_18,TuinbouwOnderGlasTotaal_19,k_001Tot25Are_20,k_25Tot75Are_21,k_75Tot150Are_22,k_150Tot300Are_23,k_300AreOfMeer_24,BlijvendEnNatuurlijkGraslandTotaal_25,k_001Tot1Ha_26,k_1Tot5Ha_27,k_5Tot10Ha_28,k_10Tot30Ha_29,k_30HaOfMeer_30,BlijvendGraslandTotaal_31,k_001Tot1Ha_32,k_1Tot5Ha_33,k_5Tot10Ha_34,k_10Tot30Ha_35,k_30HaOfMeer_36,NatuurlijkGraslandTotaal_37,k_001Tot1Ha_38,k_1Tot5Ha_39,k_5Tot10Ha_40,k_10Tot30Ha_41,k_30HaOfMeer_42,NietCultuurgrondTotaal_43,k_001Tot1Ha_44,k_1Tot5Ha_45,k_5Tot10Ha_46,k_10Tot30Ha_47,k_30HaOfMeer_48,CultuurgrondTotaal_49,k_001Tot1Ha_50,k_1Tot5Ha_51,k_5Tot10Ha_52,k_10Tot30Ha_53,k_30HaOfMeer_54,AkkerbouwTotaal_55,k_001Tot1Ha_56,k_1Tot5Ha_57,k_5Tot10Ha_58,k_10Tot30Ha_59,k_30HaOfMeer_60,TuinbouwOpenGrondTotaal_61,k_001Tot05Ha_62,k_05Tot1Ha_63,k_1Tot3Ha_64,k_3Tot10Ha_65,k_10HaOfMeer_66,TuinbouwOnderGlasTotaal_67,k_001Tot25Are_68,k_25Tot75Are_69,k_75Tot150Are_70,k_150Tot300Are_71,k_300AreOfMeer_72,BlijvendEnNatuurlijkGraslandTotaal_73,k_001Tot1Ha_74,k_1Tot5Ha_75,k_5Tot10Ha_76,k_10Tot30Ha_77,k_30HaOfMeer_78,BlijvendGraslandTotaal_79,k_001Tot1Ha_80,k_1Tot5Ha_81,k_5Tot10Ha_82,k_10Tot30Ha_83,k_30HaOfMeer_84,NatuurlijkGraslandTotaal_85,k_001Tot1Ha_86,k_1Tot5Ha_87,k_5Tot10Ha_88,k_10Tot30Ha_89,k_30HaOfMeer_90,NietCultuurgrondTotaal_91,k_001Tot1Ha_92,k_1Tot5Ha_93,k_5Tot10Ha_94,k_10Tot30Ha_95,k_30HaOfMeer_96
238,LG07  ,2008JJ00,8203,1461,2902,968,1449,1423,2063,190,497,337,535,504,2960,409,414,804,682,651,3851,1091,767,808,684,501,2733,253,686,433,760,601,2701,238,692,429,753,589,75,21,17,11,19,7,5637,3369,2080,129,43,16,126091,806,6905,6818,27046,84517,46467,89,1396,2383,9866,32733,24225,109,287,1368,3911,18550,571501,9468,36994,86225,142827,295988,49684,138,1935,3032,14423,30156,47883,129,1960,3009,14295,28490,1800,11,47,72,285,1385,13683,1501,3715,863,720,6883
239,LG07  ,2009JJ00,7766,1293,2769,921,1367,1416,2032,213,492,311,509,507,2766,369,399,750,639,609,3562,1006,684,684,657,531,2691,274,655,421,752,589,2641,265,656,413,735,572,121,15,28,30,36,12,6564,4003,2338,146,59,18,125760,727,6693,6535,25619,86187,46751,103,1426,2237,9294,33691,23308,100,284,1290,3692,17943,578950,8390,33017,73315,137686,326542,49910,151,1874,2915,14261,30709,47041,147,1875,2862,13950,28208,2869,6,72,213,602,1975,17522,1720,4160,970,910,9762
240,LG08  ,2000JJ00,1308,34,197,161,481,435,353,33,98,87,77,58,133,25,18,38,38,14,71,36,13,13,9,0,1091,13,150,140,436,352,1080,13,148,136,432,351,14,1,3,5,4,1,711,307,360,27,15,2,32268,19,584,1153,9077,21435,5576,14,310,612,1425,3214,593,6,12,65,204,306,4302,251,599,1457,1994,0,26056,5,466,1001,8252,16332,25901,5,459,974,8184,16278,155,0,9,35,68,43,1384,137,728,174,241,104
241,LG08  ,2001JJ00,1261,23,191,148,449,450,354,33,99,83,81,58,115,22,14,34,31,14,63,32,10,12,6,3,1063,13,146,126,408,370,1048,13,147,118,408,362,28,0,9,7,9,3,656,247,367,31,11,0,33302,11,574,1043,8387,23287,5658,15,309,576,1383,3375,497,5,10,59,165,258,4374,221,416,1351,1246,1140,27104,5,458,894,7640,18106,26716,5,461,840,7675,17734,388,0,22,50,150,167,1222,109,740,202,172,0
242,LG08  ,2002JJ00,1191,23,160,150,415,443,327,11,89,77,79,71,112,13,17,31,32,19,55,26,9,13,4,3,1013,13,140,137,376,347,997,12,137,132,372,344,22,2,7,6,5,2,654,249,359,30,14,2,32472,12,484,1062,7871,23042,6463,4,282,550,1397,4229,697,3,11,52,155,475,4013,159,364,1470,881,1140,25273,7,431,986,7216,16633,25011,6,423,951,7139,16491,262,1,19,45,92,105,1355,121,726,199,236,73
243,LG08  ,2003JJ00,1149,24,147,151,388,439,338,13,74,65,90,96,93,9,13,20,34,17,54,23,12,11,5,3,945,12,136,128,355,314,930,12,134,123,347,314,23,3,9,3,8,0,623,243,335,31,13,1,32081,13,438,1081,7348,23201,8021,7,230,483,1657,5645,691,2,9,37,159,484,4269,172,537,1314,1105,1140,23325,7,418,915,6738,15248,23143,7,414,877,6602,15243,182,1,25,23,133,0,1240,118,697,198,183,44
244,LG08  ,2004JJ00,1139,21,148,158,363,449,341,9,59,59,87,127,87,7,13,18,33,16,57,26,14,8,5,4,921,16,132,144,325,304,901,15,133,138,312,303,31,3,6,7,14,1,614,230,345,34,4,1,32476,10,453,1119,6838,24056,9477,4,182,432,1579,7279,543,1,10,33,167,332,4427,194,580,1039,1105,1509,22411,9,406,1026,6123,14848,22044,8,408,988,5859,14780,368,2,13,47,276,30,1178,111,732,235,52,47
245,LG08  ,2005JJ00,1097,27,140,138,349,443,358,12,56,59,106,125,90,10,14,25,27,14,54,24,10,11,5,4,885,19,123,138,318,287,856,17,119,130,308,282,35,4,7,8,12,4,651,264,344,34,8,1,32464,14,445,970,6550,24485,10187,4,173,436,2022,7552,493,2,9,46,128,307,4545,182,432,1272,1144,1516,21738,11,392,990,6078,14267,21286,10,387,937,5909,14043,452,3,15,55,223,156,4624,132,738,223,130,3400
246,LG08  ,2006JJ00,1068,26,147,134,320,441,330,8,60,60,86,116,78,8,12,21,23,14,54,25,9,10,6,4,880,16,128,130,305,301,876,16,128,129,304,299,19,2,8,2,4,3,784,302,414,54,14,0,32349,13,463,982,6002,24889,9324,4,186,450,1644,7041,487,2,8,35,112,330,4633,211,385,1144,1421,1472,22491,9,411,952,5756,15364,22208,9,409,941,5741,15109,283,2,16,14,63,188,1628,134,908,360,225,0
247,LG08  ,2007JJ00,1054,24,152,139,306,433,334,8,67,61,88,110,70,10,8,15,22,15,50,24,10,8,5,3,884,21,140,136,283,304,876,22,133,138,282,301,29,3,14,4,4,4,766,281,424,46,13,2,32436,12,497,1034,5738,25155,9379,3,222,452,1639,7063,531,3,7,24,100,398,3810,171,377,926,1063,1272,22488,12,464,1032,5222,15758,22124,12,441,1039,5210,15423,364,1,41,30,72,220,1716,130,938,304,177,166
248,LG08  ,2008JJ00,1045,22,161,142,300,420,336,12,61,65,95,103,71,7,12,20,17,15,45,20,10,7,5,3,882,24,147,130,282,299,874,25,145,129,280,295,30,3,9,6,9,3,696,325,341,15,11,4,32651,11,516,1030,5704,25391,9188,4,207,480,1799,6697,578,2,9,37,81,451,4116,188,413,859,1204,1451,22844,12,468,956,5357,16051,22455,13,459,942,5330,15711,389,1,22,48,153,166,8437,161,586,100,187,7403
249,LG08  ,2009JJ00,1019,23,152,146,278,420,311,14,55,55,88,99,73,11,10,18,19,15,42,22,7,6,5,2,884,30,148,135,271,300,869,30,148,132,266,293,47,6,11,10,14,6,866,445,394,15,10,2,32498,12,485,1070,5249,25682,8869,4,187,410,1663,6605,614,3,7,34,95,475,3342,171,306,703,1208,954,22981,15,473,1001,5144,16349,22288,15,473,969,5049,15782,693,3,32,78,254,326,8415,206,655,95,153,7306
250,LG09  ,2000JJ00,4785,188,842,649,1919,1187,1084,114,541,232,158,39,496,96,109,164,87,40,209,125,53,16,12,3,4267,89,642,610,1905,1021,4236,85,640,608,1892,1011,85,13,27,16,22,7,2965,1219,1612,104,18,12,96533,98,2445,4603,38158,51230,7555,44,1515,1548,2708,1740,1513,24,72,276,458,682,8764,1142,2149,1602,2779,1092,87378,44,1961,4334,38042,42997,86605,42,1960,4321,37750,42532,773,5,77,106,349,235,9297,544,3453,639,261,4401
251,LG09  ,2001JJ00,4697,176,806,643,1822,1250,1066,123,464,264,164,51,477,89,96,158,91,43,217,122,55,20,15,5,4168,72,621,578,1820,1077,4132,68,614,568,1822,1060,107,11,41,26,23,6,2809,1129,1566,91,13,10,98099,93,2301,4508,36089,55107,8168,48,1275,1797,2728,2321,1540,20,65,253,488,713,11772,1123,2296,2016,3222,3115,88273,35,1905,4045,36186,46102,87307,33,1886,3982,36190,45216,966,5,111,174,356,320,8661,507,3359,566,200,4029
252,LG09  ,2002JJ00,4549,180,756,614,1680,1319,1034,61,450,285,187,51,448,84,87,148,91,38,212,127,47,20,12,6,4073,63,606,562,1703,1139,4026,57,599,558,1683,1129,106,15,39,22,25,5,2813,1029,1630,104,29,21,99839,92,2193,4304,33357,59892,8700,26,1273,1930,2987,2483,1421,19,58,247,490,606,11125,1150,1992,2062,2476,3445,89607,29,1884,3940,34004,49749,88647,27,1867,3914,33663,49176,959,7,113,150,436,253,9499,488,3478,635,433,4466
253,LG09  ,2003JJ00,4377,160,739,576,1572,1330,1058,61,392,258,248,99,433,87,80,147,83,36,206,109,58,18,12,9,3860,66,591,527,1589,1087,3789,56,572,518,1568,1075,118,16,43,26,25,8,2742,939,1660,110,22,11,98927,81,2140,4089,31277,61341,11977,26,1147,1779,4272,4753,1369,21,55,251,453,588,12976,999,2524,1841,2475,5138,85452,34,1819,3745,31772,48081,84128,31,1774,3686,31388,47249,1323,7,124,176,417,600,8954,462,3612,690,322,3870
254,LG09  ,2004JJ00,4315,153,735,577,1492,1358,1065,47,399,260,230,129,424,86,78,136,86,38,200,110,54,15,12,9,3791,66,583,530,1523,1089,3718,60,578,517,1493,1070,126,18,30,21,40,17,2642,931,1588,98,15,10,99628,79,2132,4160,29757,63500,13187,22,1168,1863,3956,6177,1398,20,53,225,468,631,12715,1051,2417,1639,2469,5138,84916,32,1781,3781,30642,48680,83095,30,1771,3690,30099,47505,1821,8,87,147,637,943,9087,463,3451,605,229,4339
255,LG09  ,2005JJ00,4175,160,657,568,1367,1423,1071,42,373,250,270,136,409,80,80,127,82,40,187,107,38,21,10,11,3648,58,523,525,1406,1136,3588,54,512,520,1376,1126,106,19,25,22,32,8,2751,1050,1545,116,26,14,100183,82,1971,4142,27119,66869,14170,16,1171,1780,4767,6436,1363,20,56,214,431,642,12597,974,1613,2196,2066,5748,84524,29,1662,3831,28191,50811,83441,27,1637,3792,27694,50291,1083,5,68,151,510,348,6396,520,3243,734,398,1501
256,LG09  ,2006JJ00,4028,144,649,531,1277,1427,1046,33,391,275,239,108,402,71,77,130,85,39,171,91,44,15,12,9,3575,51,534,473,1321,1196,3554,49,533,467,1321,1184,79,14,25,14,21,5,3227,1210,1839,126,33,13,100227,74,1969,3847,25505,68832,12526,12,1227,1944,4211,5131,1394,16,54,214,443,667,12466,863,1843,1517,2530,5712,86182,28,1710,3431,26406,54608,85219,26,1721,3378,26401,53693,963,5,79,105,373,402,12561,618,3952,826,462,6703
257,LG09  ,2007JJ00,3888,136,650,497,1193,1412,1072,46,394,272,244,116,378,70,72,117,81,38,153,78,38,13,16,8,3456,54,544,441,1235,1182,3434,49,542,441,1234,1168,106,18,31,21,28,8,3018,1121,1730,137,22,8,99650,73,2037,3644,23824,70071,12788,23,1215,1935,4173,5443,1363,18,51,191,452,652,12467,725,1540,1360,3463,5380,85373,31,1757,3235,24733,55617,83828,28,1753,3226,24716,54105,1546,9,99,144,440,855,6688,582,3738,879,318,1172
258,LG09  ,2008JJ00,3829,134,626,521,1120,1428,1109,34,387,308,267,113,373,72,70,112,81,38,143,79,32,11,12,9,3425,59,556,452,1177,1181,3402,58,556,442,1181,1165,112,15,32,24,32,9,2742,1216,1423,79,17,7,100091,69,1971,3801,22322,71928,13728,16,1195,2190,4682,5644,1374,18,49,184,454,670,11621,749,1361,1119,2637,5755,84873,31,1780,3293,23669,56100,83357,31,1776,3215,23681,54655,1515,6,102,168,505,735,5302,614,2851,519,289,1029
259,LG09  ,2009JJ00,3753,135,600,509,1085,1424,1112,46,373,311,257,125,386,88,71,114,78,35,135,76,28,9,13,9,3362,73,523,452,1135,1179,3327,72,530,437,1137,1151,162,19,33,53,42,15,3378,1499,1756,90,23,10,100198,72,1871,3735,21686,72834,14161,16,1177,2228,4539,6201,1368,22,50,190,444,661,11391,812,1175,903,2746,5755,84555,39,1685,3283,22869,56680,82137,38,1702,3173,22858,54365,2418,8,107,372,689,1242,7315,731,3474,587,363,2161
260,LG10  ,2000JJ00,5695,578,1684,893,1562,978,2848,547,1000,573,527,201,1938,390,311,513,460,264,992,292,342,224,105,29,3501,263,933,577,1209,519,3472,256,921,574,1206,515,65,14,27,9,9,6,3668,2689,878,51,27,23,91900,297,4247,6322,29146,51888,27693,236,2592,4001,8758,12105,8439,92,209,862,2538,4737,78544,3393,15867,23266,21803,14215,54983,134,2506,4096,22926,25320,54084,130,2485,4075,22831,24563,899,5,54,67,167,607,27786,1024,1551,337,474,24401
261,LG10  ,2001JJ00,5228,531,1533,803,1378,983,2619,460,913,516,506,224,1731,334,257,487,401,252,901,263,288,217,100,33,3227,248,857,527,1086,509,3195,242,843,523,1083,504,69,13,31,9,9,7,3113,2174,846,46,29,18,86592,265,3881,5674,25402,51370,28253,196,2347,3608,8319,13782,7846,82,173,834,2248,4509,76766,3105,13550,22487,21093,16530,49726,124,2326,3738,20309,23229,48773,121,2294,3707,20265,22386,953,5,68,61,165,654,5504,861,1510,320,449,2362
262,LG10  ,2002JJ00,5010,551,1419,759,1261,1020,2252,250,755,491,523,233,1679,296,247,468,425,243,856,257,257,202,100,40,3099,246,796,526,1018,513,3055,233,779,520,1013,510,74,21,33,11,5,4,3179,2024,1036,60,36,23,86372,264,3672,5414,23313,53709,28516,111,2074,3530,8693,14109,7961,75,165,791,2425,4505,76362,2913,12031,20678,20934,19805,49132,129,2144,3786,19600,23473,48576,119,2095,3735,19509,23118,556,14,91,79,81,292,6447,872,1908,406,583,2678
263,LG10  ,2003JJ00,4775,529,1313,720,1194,1019,2133,212,665,414,511,331,1549,267,223,424,386,249,813,224,255,191,104,39,2873,226,764,507,908,468,2812,208,743,499,900,462,88,28,33,9,8,10,3080,1904,1059,65,38,14,86304,260,3373,5097,21970,55604,32630,95,1833,2971,8946,18785,7720,67,153,721,2183,4596,75198,2658,12192,19565,21797,18987,45202,114,1984,3615,17085,22403,43434,104,1946,3558,16921,20905,1768,15,71,64,146,1472,9013,838,1903,431,623,5218
264,LG10  ,2004JJ00,4664,481,1273,743,1155,1012,2112,196,649,423,510,334,1505,248,219,408,374,256,772,207,247,172,98,48,2781,218,758,469,874,462,2724,203,730,464,870,457,91,27,39,7,9,9,2966,1806,1047,70,38,5,85812,236,3302,5278,21281,55715,32649,96,1794,3050,9043,18665,7739,63,150,695,2113,4719,73645,2474,11694,17755,20552,21170,44688,114,2022,3323,16437,22792,42929,105,1949,3286,16348,21242,1758,15,95,50,147,1451,5299,808,1858,469,592,1573
265,LG10  ,2005JJ00,4504,518,1184,675,1127,1000,1937,125,566,406,533,307,1423,192,219,398,367,247,733,197,225,163,95,53,2635,188,691,419,870,467,2583,171,681,409,861,461,94,26,35,12,13,8,3010,1756,1124,75,39,16,84317,261,3138,4802,20726,55389,31363,61,1634,2924,9428,17316,7648,58,151,675,2135,4628,73529,2358,10769,16658,20123,23622,44570,100,1927,2987,16401,23155,42753,90,1907,2921,16230,21605,1817,14,81,83,225,1414,6275,806,2043,498,537,2389
266,LG10  ,2006JJ00,4450,514,1110,675,1130,1021,1935,124,538,436,544,293,1372,213,201,367,340,251,698,185,213,151,87,62,2631,176,642,456,844,513,2601,170,635,453,838,505,79,18,27,12,16,6,3399,1966,1295,78,31,13,85264,251,2939,4841,20690,56542,30443,64,1558,3149,9500,16171,7589,56,142,637,1980,4774,74882,2154,10072,15490,18525,28641,46484,89,1816,3241,15933,25406,44962,86,1795,3220,15828,24033,1522,10,66,78,257,1110,9941,917,2314,535,515,5659
267,LG10  ,2007JJ00,4360,488,1070,672,1076,1054,1900,114,521,418,550,297,1343,200,190,351,344,258,658,166,191,140,89,72,2611,174,642,454,815,526,2585,173,635,449,813,515,80,16,21,18,18,7,3361,1955,1295,63,32,16,86700,242,2882,4842,19753,58981,31277,56,1514,3061,9626,17020,7964,50,135,606,2028,5145,76887,2002,8749,14188,18574,33374,46691,86,1795,3260,15486,26062,44995,86,1777,3221,15476,24436,1696,9,47,133,298,1210,7560,916,2401,404,505,3334
268,LG10  ,2008JJ00,4238,429,1046,665,1062,1036,1925,114,519,431,566,295,1272,185,170,311,331,275,600,140,180,126,84,70,2606,197,644,438,811,516,2567,192,634,435,803,503,114,19,36,23,26,10,3052,1929,1042,46,22,13,86080,215,2897,4779,19622,58566,31412,54,1524,3162,9753,16920,8140,47,121,546,1914,5513,73583,1621,8268,12692,17550,33450,45791,98,1835,3128,15327,25403,44343,95,1804,3099,15173,24172,1448,10,98,178,428,734,5769,914,1708,310,361,2475
269,LG10  ,2009JJ00,4059,350,1004,646,1032,1027,1898,124,513,398,555,308,1271,179,167,319,335,271,569,130,170,116,81,72,2559,189,644,443,764,519,2519,186,641,431,761,500,151,17,57,35,33,9,3505,2263,1156,51,20,15,85590,195,2814,4668,19034,58879,31282,67,1484,2891,9533,17308,8158,47,119,561,1900,5531,75039,1571,7829,11666,17412,36561,45399,96,1851,3237,14409,25807,43649,94,1844,3131,14335,24246,1750,9,152,277,570,743,5701,1047,1905,327,284,2138
270,LG11  ,2000JJ00,6784,182,1152,954,1958,2538,5725,205,902,814,1696,2108,1570,198,136,341,537,358,458,126,135,116,51,30,3047,626,1277,490,504,150,2990,611,1249,490,503,137,137,53,48,15,12,9,5001,2794,1985,133,76,13,203035,95,3343,6864,36203,156530,166488,92,2627,5853,31479,126438,10547,35,93,610,3197,6612,44797,1390,6317,12608,10549,13933,25552,308,3123,3426,8829,9867,22664,303,3060,3418,8795,7088,2887,23,110,90,216,2449,7756,1230,3704,917,1089,817
271,LG11  ,2001JJ00,6379,167,1031,841,1855,2485,5359,182,784,720,1628,2045,1446,188,128,298,474,358,436,120,114,106,65,31,2899,594,1199,447,501,158,2835,582,1173,440,496,144,140,32,58,20,18,12,4664,2501,1928,148,73,14,201661,84,3005,6064,34553,157954,164442,86,2296,5157,30477,126426,10375,32,88,540,2836,6878,47654,1289,5396,11502,13464,16002,26368,293,2992,3138,8875,11070,22368,289,2920,3088,8743,7327,4000,15,116,131,346,3391,7940,1145,3673,1000,1132,989
272,LG11  ,2002JJ00,6277,172,989,837,1765,2514,5165,116,704,703,1553,2089,1437,182,117,292,484,362,438,124,114,103,61,36,2798,556,1150,446,481,165,2749,549,1135,433,483,149,106,24,36,20,12,14,4722,2503,1977,150,72,20,203089,91,2904,6030,32894,161169,165663,56,2100,5036,29002,129470,10773,35,82,526,2852,7279,49574,1183,5219,11142,12809,19222,26157,280,2868,3091,8448,11470,22160,275,2836,3007,8455,7588,3997,14,75,131,200,3576,8406,1166,3808,1014,1041,1376
273,LG11  ,2003JJ00,5999,166,928,764,1678,2463,4921,109,636,638,1454,2084,1380,180,108,278,450,364,412,105,113,91,62,41,2655,573,1069,433,427,153,2595,566,1046,421,425,137,126,29,41,22,18,16,4522,2304,1985,150,61,22,198932,91,2685,5529,31416,159211,164312,56,1917,4616,27298,130424,10598,34,78,504,2676,7306,55426,1077,5236,9801,13357,25955,23468,290,2635,2961,7566,10016,20865,286,2578,2886,7542,7574,2603,14,93,137,308,2050,14507,1096,3803,987,925,7697
274,LG11  ,2004JJ00,5851,150,867,735,1670,2429,4803,95,592,591,1462,2063,1317,165,101,271,422,358,386,103,97,83,57,46,2583,548,1073,408,392,162,2527,546,1050,400,386,145,125,24,45,18,22,16,4388,2223,1952,139,62,12,200214,85,2521,5283,31280,161045,164638,42,1796,4284,27504,131012,10072,32,72,503,2485,6980,57023,1097,4338,8916,11806,30866,24934,275,2632,2801,6912,12314,20579,271,2581,2744,6804,8179,4355,12,105,120,379,3739,13455,1085,3794,904,914,6758
275,LG11  ,2005JJ00,5723,155,806,731,1615,2416,4663,66,531,599,1422,2045,1220,148,90,238,394,350,372,96,92,83,55,46,2521,539,1007,401,395,179,2459,529,988,392,391,159,128,23,52,13,24,16,4200,2103,1876,135,78,8,198223,90,2430,5246,30038,160419,163587,32,1656,4304,26470,131125,9929,30,63,438,2318,7080,57999,1013,4227,8725,11779,32255,24127,271,2514,2796,6842,11703,21949,264,2450,2734,6771,9729,2178,12,133,90,410,1533,7752,1016,3506,897,1138,1194
276,LG11  ,2006JJ00,5631,152,778,700,1649,2352,4598,69,518,587,1476,1948,1237,150,97,221,411,358,348,91,87,72,53,45,2575,575,1008,405,409,178,2541,573,1004,400,403,161,107,24,23,17,29,14,4544,2156,2104,169,94,16,194950,84,2356,5073,30762,156675,160768,31,1598,4285,27651,127203,10423,31,69,407,2348,7567,59204,1027,3894,7652,11092,35539,23168,291,2486,2816,7183,10392,21205,289,2485,2783,7007,8641,1962,11,53,118,495,1285,9145,1047,4089,1185,1393,1431
277,LG11  ,2007JJ00,5382,142,699,690,1534,2317,4383,69,477,573,1336,1928,1148,135,88,206,358,361,340,99,84,62,47,48,2517,520,1015,385,409,188,2466,517,1007,379,399,164,145,29,34,22,40,20,4290,2037,1984,166,89,14,193542,76,2094,5001,28731,157639,159245,35,1442,4214,25352,128202,10302,28,63,377,2071,7763,61127,1024,3794,6636,10108,39566,23383,263,2549,2703,7109,10759,20572,261,2529,2664,6868,8249,2811,12,87,152,722,1838,8525,1022,3897,1115,1312,1180
278,LG11  ,2008JJ00,5247,115,688,673,1473,2298,4266,67,465,517,1314,1903,1110,115,81,202,350,362,306,90,67,54,46,49,2532,531,1033,377,392,199,2481,533,1023,370,390,165,162,24,45,23,39,31,4017,2177,1719,82,33,6,193738,61,2098,4951,27580,159047,158124,33,1415,3779,24950,127946,10484,24,58,368,2086,7948,59754,874,3064,5636,9825,40355,24532,267,2622,2648,6875,12119,20714,268,2584,2614,6796,8453,3817,12,119,159,696,2833,5513,1080,2944,539,521,429
279,LG11  ,2009JJ00,5102,106,634,628,1455,2279,4121,79,384,484,1274,1900,1071,119,86,179,321,366,287,86,59,46,43,53,2541,563,1019,377,377,205,2467,572,1007,366,364,158,225,35,66,30,55,39,4433,2427,1880,82,31,13,193592,59,1912,4605,27137,159878,158213,41,1186,3557,23890,129539,10368,27,63,329,1901,8049,61548,883,2747,4799,9172,43948,24396,283,2640,2641,6663,12168,19458,288,2595,2563,6395,7617,4938,17,180,225,965,3551,6415,1162,3248,543,436,1026
280,LG12  ,2000JJ00,2801,191,977,571,687,375,2065,321,727,371,458,188,1265,166,172,432,407,88,507,196,152,94,53,12,1275,205,468,216,345,41,1250,199,465,207,341,38,51,12,21,10,6,2,2192,1657,493,23,14,5,38066,109,2734,4006,12536,18681,21288,147,1895,2663,7714,8869,4685,41,117,765,2069,1692,34673,2038,6974,9495,10515,5651,11747,102,1203,1510,5959,2973,11325,99,1197,1448,5884,2697,422,4,47,65,101,205,2161,644,862,158,260,237
281,LG12  ,2001JJ00,2614,173,915,500,653,373,1916,300,633,338,457,188,1150,143,152,383,376,96,474,178,138,86,57,15,1180,181,448,200,316,35,1147,176,436,190,314,31,56,13,27,8,7,1,1953,1410,497,26,16,4,36263,96,2569,3531,11766,18301,21257,136,1576,2401,7731,9414,4677,38,104,690,1958,1886,34980,1869,6484,8554,11367,6706,9979,89,1160,1422,5463,1846,9657,87,1144,1349,5442,1635,322,6,60,65,101,90,1949,560,843,177,213,157
282,LG12  ,2002JJ00,2516,170,867,480,604,395,1680,211,544,278,412,235,1095,127,147,343,375,103,472,176,137,82,61,16,1103,185,428,193,265,32,1084,181,419,188,264,32,31,7,15,5,3,1,1980,1350,569,37,21,3,36650,94,2423,3422,10827,19885,22196,102,1428,2007,7206,11453,4754,33,104,624,1979,2014,36426,1890,6593,8340,12561,7042,9337,87,1140,1362,4714,2033,9157,85,1110,1325,4685,1951,180,4,47,37,44,49,2515,580,1001,256,311,367
283,LG12  ,2003JJ00,2386,174,804,450,559,399,1566,179,459,235,407,286,1064,131,126,334,369,104,464,168,133,85,63,15,894,170,396,143,159,26,867,163,387,139,154,24,45,8,21,8,5,3,1882,1236,594,26,21,5,35999,97,2208,3246,9870,20578,24141,82,1174,1667,7304,13914,4805,33,84,602,2040,2045,37413,1906,6371,8744,13131,7260,6679,82,1033,1007,2742,1815,6044,78,1009,983,2656,1319,634,4,52,51,81,447,2603,535,1032,176,311,549
284,LG12  ,2004JJ00,2310,152,770,439,559,390,1507,152,434,240,392,289,1017,123,127,311,346,110,451,155,145,76,59,16,861,166,383,144,143,25,828,156,373,139,137,23,50,12,19,8,8,3,1802,1184,565,35,13,5,35785,84,2124,3159,9823,20594,24443,71,1115,1740,7089,14428,4675,33,88,580,1900,2074,35528,1722,6845,7835,11917,7209,6311,81,1005,1003,2428,1794,5681,76,982,971,2312,1340,630,5,43,54,123,404,2764,518,967,230,227,822
285,LG12  ,2005JJ00,2234,153,728,425,533,395,1378,106,375,234,375,288,855,-17,119,292,339,122,443,151,134,76,65,17,810,140,361,137,149,23,789,135,357,132,143,22,35,6,13,7,7,2,1740,1110,583,29,10,8,35326,91,1993,3097,9407,20738,24138,50,1021,1704,6808,14555,4746,28,79,527,1860,2251,37882,1680,6321,8006,13241,8634,6063,69,953,984,2515,1543,5556,66,944,948,2413,1185,507,3,36,44,99,326,3247,509,1026,203,161,1348
286,LG12  ,2006JJ00,2172,169,654,390,564,395,1336,111,338,247,360,280,958,93,107,278,336,144,407,133,120,74,63,17,798,145,334,127,149,43,781,145,330,124,143,39,37,3,10,7,14,3,1809,1110,647,34,7,4,35799,91,1791,2846,10077,20995,23459,57,932,1806,6540,14124,5236,27,75,505,1885,2744,36619,1497,5765,7812,12823,8722,6738,71,891,902,2550,2324,6101,72,883,881,2454,1811,637,1,25,46,217,348,2805,508,1144,231,126,796
287,LG12  ,2007JJ00,2077,163,618,359,543,394,1274,98,312,232,348,284,910,83,101,266,308,152,406,130,114,75,63,24,768,132,327,127,146,36,747,133,321,124,137,32,42,3,11,8,17,3,1731,1013,663,39,9,7,35445,92,1728,2596,9561,21468,23196,50,834,1659,6247,14406,5457,22,69,489,1720,3157,41026,1490,5402,7810,13075,13248,6381,64,872,921,2446,2080,5695,65,855,898,2276,1600,686,1,30,50,279,326,3097,477,1197,261,148,1014
288,LG12  ,2008JJ00,2012,143,610,346,519,394,1231,92,291,231,336,281,855,82,78,248,286,161,364,104,111,60,61,28,765,141,313,128,145,38,742,145,304,124,138,31,52,5,15,10,17,5,1578,1034,512,19,9,4,35657,78,1732,2511,9189,22148,23411,49,805,1672,6097,14789,5317,22,56,464,1562,3213,39229,1258,5200,6290,12839,13642,6537,70,849,926,2437,2256,5610,73,828,898,2281,1529,927,2,47,60,301,517,1889,489,838,128,136,299
